customer_key;customer;customer_type;phone;address_number;customer_address_1;customer_address_2;customer_address_3;customer_address_4;division;division_name;line_of_business;business_family;business_unit;regional_sales_mgr;search_type;zip_code
10026006;Vector USA;G3;816-455-8733;10026006;308 53 Avenue SE;Não informado;Não informado;Não informado;1;International;Não informado;R3;1;S5;C;T2H 0N3
10005810;Big Shop;G1;816-455-8733;"";"";"";"";"";1;International;M1;R3;1;S19;C;""
10014802;HBS Shop;G1;816-455-8733;"";"";"";"";"";1;International;M1;R3;1;S19;C;""
10020364;Mersey Market;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10013080;Ganymede Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10024270;Signatures Superstore;G2;816-455-8733;10024270;PO Box 1010;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S4;C;95955
10002154;Acer Superstore;G3;816-455-8733;"";"";"";"";"";1;International;Não informado;R2;1;S8;C;""
10014495;Harvard Supermarket;G2;816-455-8733;10014495;12900 SE Capps Road;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;97015
10007564;CAM Market;G2;816-455-8733;10007564;1287 US Highway 59 North;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S1;C;77327
10006916;Boott Store;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10001103;AC Store;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10024524;Southam Supermarket;G2;816-455-8733;10024524;PO Box 511;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S9;C;50659
10004245;Bens Megaplace;G2;816-455-8733;10004245;4747 N Channel Ave;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S3;C;97208-3591
10017585;Ilog Shop;G2;816-455-8733;10017585;11811 West Silver Spring Drive;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;53225
10014546;Hauppauge Supermarket;G2;816-455-8733;10014546;Division of Western Truck Sales Inc;3530 East Washington Street;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;85034
10000471;Aadast Shop;G1;816-455-8733;10000471;Al Thalia Street;PO Box 11605;Não informado;Não informado;1;International;M1;R3;1;S19;C;11443
10025583;United Market;G2;816-455-8733;10025583;One Industrial Complex;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S5;C;18240
10019150;Kentucky Supermarket;G2;816-455-8733;10019150;Jacksonville PDC #21;Attention  Accounts Payable;PO Box 23017;Não informado;2;Domestic;Não informado;O2;1;S12;C;32241-3017
10014533;Harvey Shop;G2;816-455-8733;10014533;Chicago PDC #22;Attention  Accounts Payable;PO Box 2060;Não informado;2;Domestic;Não informado;O2;1;S12;C;60507-2060
10024924;T.M. Store;G1;816-455-8733;"";"";"";"";"";1;International;M1;R3;1;S16;C;""
10021239;PADL Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S1;C;""
10013899;Grumman Market;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S1;C;""
10023757;SAS Supermarket;G1;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S19;C;""
10019678;Laker Market;G2;816-455-8733;10019678;3248 Auburn Boulevard;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;95821
10020684;Oklahoma Supermarket;G2;816-455-8733;10020684;5415 Lamco Drive;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;36117
10025238;Team Supermarket;G2;816-455-8733;10025238;4567 Federal Boulevard;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S4;C;92102
10022764;RealiDyne Shop;G2;816-455-8733;10022764;2610 NW 10th Street;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S5;C;34475
10025299;U.S. Market;G3;816-455-8733;10025299;6260 - Place Northcrest Suite 305;Não informado;Não informado;Não informado;1;International;M1;R3;1;S5;C;H3S 2T4
10000501;Absolute Supermarket;G3;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S5;C;""
10025304;UBF Shop;G2;816-455-8733;10025304;Não informado;Não informado;Não informado;Não informado;1;International;Não informado;R3;1;S16;C;Não informado
10003795;Bechtel Supermarket;G2;816-455-8733;10003795;PO Box 2484;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;70815
